Month,Year,Company,Number_Disconnections_Res,Outliers
10,2009,Duke Energy Carolinas,13374,Y
10,2009,New River Light & Power,1,
11,2009,Duke Energy Progress,6724,
11,2009,Dominion,437,
11,2009,Duke Energy Carolinas,12069,
11,2009,New River Light & Power,3,
12,2009,Duke Energy Progress,7093,
12,2009,Dominion,266,
12,2009,Duke Energy Carolinas,10688,
12,2009,New River Light & Power,8,
1,2008,Duke Energy Carolinas,10593,
1,2008,Duke Energy Progress,7814,
1,2008,Dominion,219,
1,2008,New River Light & Power,11,
2,2008,Duke Energy Progress,7474,
2,2008,Dominion,410,
2,2008,Duke Energy Carolinas,9343,
2,2008,New River Light & Power,11,
3,2008,Duke Energy Progress,7843,
3,2008,Dominion,502,
3,2008,Duke Energy Carolinas,10972,
3,2008,New River Light & Power,16,
4,2008,Duke Energy Progress,10137,
4,2008,Dominion,415,
4,2008,Duke Energy Carolinas,12591,Y
4,2008,New River Light & Power,32,
5,2008,Duke Energy Progress,8769,
5,2008,Dominion,520,
5,2008,Duke Energy Carolinas,11913,
5,2008,New River Light & Power,23,
6,2008,Duke Energy Progress,7561,
6,2008,Dominion,598,
6,2008,Duke Energy Carolinas,11118,
6,2008,New River Light & Power,24,
7,2008,Duke Energy Progress,7029,
7,2008,Dominion,313,
7,2008,Duke Energy Carolinas,10715,
7,2008,New River Light & Power,16,
8,2008,Duke Energy Progress,7491,
8,2008,Dominion,283,
8,2008,Duke Energy Carolinas,10003,
8,2008,New River Light & Power,12,
9,2008,Duke Energy Progress,7920,
9,2008,Dominion,231,
9,2008,Duke Energy Carolinas,12892,Y
9,2008,New River Light & Power,10,
10,2008,Duke Energy Progress,9579,
10,2008,Dominion,342,
10,2008,Duke Energy Carolinas,14290,Y
10,2008,New River Light & Power,10,
11,2008,Duke Energy Progress,8410,
11,2008,Dominion,174,
11,2008,Duke Energy Carolinas,10635,
11,2008,New River Light & Power,10,
12,2008,Duke Energy Progress,8579,
12,2008,Dominion,357,
12,2008,Duke Energy Carolinas,11121,
12,2008,New River Light & Power,16,
1,2007,Duke Energy Carolinas,8524,
1,2007,Duke Energy Progress,8770,
1,2007,Dominion,233,
1,2007,New River Light & Power,19,
2,2007,Duke Energy Progress,7687,
2,2007,Dominion,390,
2,2007,Duke Energy Carolinas,8626,
2,2007,New River Light & Power,10,
3,2007,Duke Energy Progress,9317,9632 or 10607
3,2007,Dominion,552,
3,2007,Duke Energy Carolinas,11874,
3,2007,New River Light & Power,17,
4,2007,Duke Energy Progress,9632,
4,2007,Dominion,580,
4,2007,Duke Energy Carolinas,9148,
4,2007,New River Light & Power,13,
5,2007,Duke Energy Progress,10607,
5,2007,Dominion,508,
5,2007,Duke Energy Carolinas,13649,Y
5,2007,New River Light & Power,25,
6,2007,Duke Energy Progress,8261,
6,2007,Dominion,369,
6,2007,Duke Energy Carolinas,10278,
6,2007,New River Light & Power,13,
7,2007,Duke Energy Progress,8100,
7,2007,Dominion,310,
7,2007,Duke Energy Carolinas,9962,
7,2007,New River Light & Power,15,
8,2007,Duke Energy Progress,7998,
8,2007,Dominion,362,
8,2007,Duke Energy Carolinas,10158,
8,2007,New River Light & Power,16,
9,2007,Duke Energy Progress,9633,
9,2007,Dominion,334,
9,2007,Duke Energy Carolinas,10667,
9,2007,New River Light & Power,6,
10,2007,Duke Energy Progress,11144,
10,2007,Dominion,448,
10,2007,Duke Energy Carolinas,14393,Y
10,2007,New River Light & Power,9,
11,2007,Duke Energy Progress,10189,
11,2007,Dominion,302,
11,2007,Duke Energy Carolinas,12584,Y
11,2007,New River Light & Power,9,
12,2007,Duke Energy Progress,7196,
12,2007,Dominion,290,
12,2007,Duke Energy Carolinas,9983,
12,2007,New River Light & Power,13,
1,2006,Duke Energy Carolinas,10421,Y
1,2006,Duke Energy Progress,6162,
1,2006,Dominion,98,
1,2006,New River Light & Power,22,
2,2006,Duke Energy Progress,6622,
2,2006,Dominion,251,
2,2006,Duke Energy Carolinas,8824,
2,2006,New River Light & Power,9,
3,2006,Duke Energy Progress,8283,
3,2006,Dominion,250,
3,2006,Duke Energy Carolinas,10827,Y
3,2006,New River Light & Power,15,
4,2006,Duke Energy Progress,7283,
4,2006,Dominion,317,
4,2006,Duke Energy Carolinas,9156,
4,2006,New River Light & Power,14,
5,2006,Duke Energy Progress,8919,
5,2006,Dominion,502,
5,2006,Duke Energy Carolinas,11905,Y
5,2006,New River Light & Power,33,
6,2006,Duke Energy Progress,7490,
6,2006,Dominion,448,
6,2006,Duke Energy Carolinas,10158,
6,2006,New River Light & Power,2006,
7,2006,Duke Energy Progress,6441,
7,2006,Dominion,149,
7,2006,Duke Energy Carolinas,7867,
7,2006,New River Light & Power,35,
8,2006,Duke Energy Progress,7747,
8,2006,Dominion,468,
8,2006,Duke Energy Carolinas,9078,
8,2006,New River Light & Power,19,
9,2006,Duke Energy Progress,8884,
9,2006,Dominion,463,
9,2006,Duke Energy Carolinas,9063,
9,2006,New River Light & Power,6,
10,2006,Duke Energy Progress,10498,
10,2006,Dominion,696,
10,2006,Duke Energy Carolinas,12327,Y
10,2006,New River Light & Power,5,
11,2006,Duke Energy Progress,10361,
11,2006,Dominion,414,
11,2006,Duke Energy Carolinas,11553,Y
11,2006,New River Light & Power,19,
12,2006,Duke Energy Progress,8256,
12,2006,Dominion,168,
12,2006,Duke Energy Carolinas,9070,
12,2006,New River Light & Power,6,
1,2005,Duke Energy Carolinas,0,
1,2005,Duke Energy Progress,5911,
1,2005,Dominion,144,
1,2005,New River Light & Power,14,
2,2005,Duke Energy Progress,6118,
2,2005,Dominion,237,
2,2005,Duke Energy Carolinas,4092,
2,2005,New River Light & Power,12,
3,2005,Duke Energy Progress,6422,
3,2005,Dominion,170,
3,2005,Duke Energy Carolinas,8089,
3,2005,New River Light & Power,15,
4,2005,Duke Energy Progress,6595,
4,2005,Dominion,264,
4,2005,Duke Energy Carolinas,9583,
4,2005,New River Light & Power,17,
5,2005,Duke Energy Progress,7133,
5,2005,Dominion,263,
5,2005,Duke Energy Carolinas,10095,Y
5,2005,New River Light & Power,18,
6,2005,Duke Energy Progress,7344,
6,2005,Dominion,180,
6,2005,Duke Energy Carolinas,9113,
6,2005,New River Light & Power,32,
7,2005,Duke Energy Progress,3361,
7,2005,Dominion,132,
7,2005,Duke Energy Carolinas,6196,
7,2005,New River Light & Power,19,
8,2005,Duke Energy Progress,6965,
8,2005,Dominion,226,
8,2005,Duke Energy Carolinas,8809,
8,2005,New River Light & Power,8,
9,2005,Duke Energy Progress,7145,
9,2005,Dominion,106,
9,2005,Duke Energy Carolinas,7999,
9,2005,New River Light & Power,15,
10,2005,Duke Energy Progress,7561,
10,2005,Dominion,128,
10,2005,Duke Energy Carolinas,10629,
10,2005,New River Light & Power,9,
11,2005,Duke Energy Progress,7136,
11,2005,Dominion,126,
11,2005,Duke Energy Carolinas,10093,
11,2005,New River Light & Power,5,
12,2005,Duke Energy Progress,6202,
12,2005,Dominion,24,
12,2005,Duke Energy Carolinas,3836,
12,2005,New River Light & Power,5,
1,2004,Duke Energy Carolinas,3857,
1,2004,Duke Energy Progress,4566,
1,2004,Dominion,29,
1,2004,New River Light & Power,14,
2,2004,Duke Energy Progress,5640,
2,2004,Dominion,135,
2,2004,Duke Energy Carolinas,7755,
2,2004,New River Light & Power,9,
3,2004,Duke Energy Progress,7743,
3,2004,Dominion,468,
3,2004,Duke Energy Carolinas,8832,
3,2004,New River Light & Power,22,
4,2004,Duke Energy Progress,6794,
4,2004,Dominion,350,
4,2004,Duke Energy Carolinas,7641,
4,2004,New River Light & Power,22,
5,2004,Duke Energy Progress,7278,
5,2004,Dominion,267,
5,2004,Duke Energy Carolinas,8863,
5,2004,New River Light & Power,30,
6,2004,Duke Energy Progress,7392,
6,2004,Dominion,220,
6,2004,Duke Energy Carolinas,8792,
6,2004,New River Light & Power,28,
7,2004,Duke Energy Progress,5909,
7,2004,Dominion,117,
7,2004,Duke Energy Carolinas,7093,
7,2004,New River Light & Power,16,
8,2004,Duke Energy Progress,7857,
8,2004,Dominion,122,
8,2004,Duke Energy Carolinas,8052,
8,2004,New River Light & Power,8,
9,2004,Duke Energy Progress,589,Y
9,2004,Dominion,430,
9,2004,Duke Energy Carolinas,9669,
9,2004,New River Light & Power,4,
10,2004,Duke Energy Progress,7771,
10,2004,Dominion,274,
10,2004,Duke Energy Carolinas,9785,
10,2004,New River Light & Power,6,
11,2004,Duke Energy Progress,7914,
11,2004,Dominion,163,
11,2004,Duke Energy Carolinas,8248,
11,2004,New River Light & Power,6,
12,2004,Duke Energy Progress,5948,
12,2004,Dominion,71,
12,2004,Duke Energy Carolinas,4328,
12,2004,New River Light & Power,8,
1,2003,Duke Energy Carolinas,15761,Y
1,2003,Duke Energy Progress,5211,
1,2003,Dominion,49,
1,2003,New River Light & Power,9,
2,2003,Duke Energy Progress,6060,
2,2003,Dominion,16,90
2,2003,Duke Energy Carolinas,12646,Y
2,2003,New River Light & Power,18,
3,2003,Duke Energy Progress,6971,
3,2003,Dominion,207,
3,2003,Duke Energy Carolinas,11864,Y
3,2003,New River Light & Power,18,
4,2003,Duke Energy Progress,6835,5072 or 6963
4,2003,Dominion,297,
4,2003,Duke Energy Carolinas,11690,Y
4,2003,New River Light & Power,21,
5,2003,Duke Energy Progress,3812,
5,2003,Dominion,311,
5,2003,Duke Energy Carolinas,12844,Y
5,2003,New River Light & Power,33,
6,2003,Duke Energy Progress,6322,
6,2003,Dominion,318,
6,2003,Duke Energy Carolinas,10324,Y
6,2003,New River Light & Power,20,
7,2003,Duke Energy Progress,5835,
7,2003,Dominion,338,
7,2003,Duke Energy Carolinas,9431,
7,2003,New River Light & Power,20,
8,2003,Duke Energy Progress,N/A,90
8,2003,Dominion,245,
8,2003,Duke Energy Carolinas,10911,Y
8,2003,New River Light & Power,9,
9,2003,Duke Energy Progress,N/A,6963
9,2003,Dominion,82,
9,2003,Duke Energy Carolinas,N/A,12764
9,2003,New River Light & Power,6,
10,2003,Duke Energy Progress,N/A,8094
10,2003,Dominion,30,
10,2003,Duke Energy Carolinas,9360,
10,2003,New River Light & Power,11,
11,2003,Duke Energy Progress,6334,
11,2003,Dominion,152,
11,2003,Duke Energy Carolinas,7724,
11,2003,New River Light & Power,19,
12,2003,Duke Energy Progress,5636,
12,2003,Dominion,202,
12,2003,Duke Energy Carolinas,6328,
12,2003,New River Light & Power,5,
1,2002,Nantahala,140,
1,2002,Duke Energy Carolinas,10791,
1,2002,Duke Energy Progress,6275,
1,2002,Dominion,76,
1,2002,New River Light & Power,4,
2,2002,Duke Energy Progress,5131,
2,2002,Nantahala,922,Y
2,2002,Dominion,20,
2,2002,Duke Energy Carolinas,9773,
2,2002,New River Light & Power,10,
3,2002,Duke Energy Progress,5837,
3,2002,Dominion,N/A,
3,2002,Duke Energy Carolinas,17712,Y
3,2002,New River Light & Power,10,
4,2002,Duke Energy Progress,6567,
4,2002,Dominion,503,
4,2002,Duke Energy Carolinas,17652,Y
4,2002,New River Light & Power,24,
5,2002,Duke Energy Progress,5952,
5,2002,Dominion,461,
5,2002,Duke Energy Carolinas,13825,Y
5,2002,New River Light & Power,17,
6,2002,Duke Energy Progress,4872,
6,2002,Dominion,363,
6,2002,Duke Energy Carolinas,14411,Y
6,2002,New River Light & Power,22,
7,2002,Duke Energy Progress,4002,
7,2002,Dominion,N/A,
7,2002,Duke Energy Carolinas,10987,
7,2002,New River Light & Power,19,
8,2002,Duke Energy Progress,7250,
8,2002,Dominion,N/A,
8,2002,Duke Energy Carolinas,14947,Y
8,2002,New River Light & Power,5,
9,2002,Duke Energy Progress,6951,
9,2002,Dominion,N/A,
9,2002,Duke Energy Carolinas,17830,Y
9,2002,New River Light & Power,11,
10,2002,Duke Energy Progress,8110,
10,2002,Dominion,N/A,
10,2002,Duke Energy Carolinas,23107,Y
10,2002,New River Light & Power,7,
11,2002,Duke Energy Progress,6032,
11,2002,Dominion,N/A,
11,2002,Duke Energy Carolinas,14868,Y
11,2002,New River Light & Power,3,
12,2002,Duke Energy Progress,1628,Y
12,2002,Dominion,78,
12,2002,Duke Energy Carolinas,2005,Y
12,2002,New River Light & Power,5,
1,2001,Nantahala,122,
1,2001,Duke Energy Carolinas,10200,Y
1,2001,Duke Energy Progress,5634,
1,2001,Dominion,27,
1,2001,New River Light & Power,6,
2,2001,Duke Energy Progress,N/A,
2,2001,Nantahala,121,
2,2001,Dominion,25,
2,2001,Duke Energy Carolinas,13275,Y
2,2001,New River Light & Power,18,
3,2001,Duke Energy Progress,6330,
3,2001,Nantahala,120,
3,2001,Dominion,148,
3,2001,Duke Energy Carolinas,16443,Y
3,2001,New River Light & Power,20,
4,2001,Duke Energy Progress,6359,
4,2001,Nantahala,209,
4,2001,Dominion,673,
4,2001,Duke Energy Carolinas,15357,Y
4,2001,New River Light & Power,29,
5,2001,Duke Energy Progress,6750,
5,2001,Nantahala,172,
5,2001,Dominion,573,
5,2001,Duke Energy Carolinas,14496,Y
5,2001,New River Light & Power,20,
6,2001,Duke Energy Progress,6275,
6,2001,Nantahala,117,
6,2001,Dominion,344,
6,2001,Duke Energy Carolinas,7905,
6,2001,New River Light & Power,15,
7,2001,Duke Energy Progress,6163,
7,2001,Nantahala,135,
7,2001,Dominion,448,
7,2001,Duke Energy Carolinas,7297,
7,2001,New River Light & Power,11,
8,2001,Duke Energy Progress,6315,
8,2001,Nantahala,96,
8,2001,Dominion,448,446
8,2001,Duke Energy Carolinas,N/A,
8,2001,New River Light & Power,0,
9,2001,Duke Energy Progress,5822,
9,2001,Nantahala,93,
9,2001,Dominion,415,
9,2001,Duke Energy Carolinas,8932,
9,2001,New River Light & Power,7,
10,2001,Duke Energy Progress,7909,
10,2001,Nantahala,121,
10,2001,Dominion,501,
10,2001,Duke Energy Carolinas,16084,Y
10,2001,New River Light & Power,8,
11,2001,Duke Energy Progress,6373,
11,2001,Nantahala,99,
11,2001,Dominion,393,
11,2001,Duke Energy Carolinas,12298,Y
11,2001,New River Light & Power,15,
12,2001,Duke Energy Progress,4949,
12,2001,Nantahala,90,
12,2001,Dominion,134,
12,2001,Duke Energy Carolinas,7968,
12,2001,New River Light & Power,4,
1,2000,Nantahala,110,
1,2000,Duke Energy Carolinas,3221,
1,2000,Duke Energy Progress,3714,
1,2000,Dominion,37,
1,2000,New River Light & Power,5,
2,2000,Duke Energy Progress,3472,
2,2000,Nantahala,105,
2,2000,Dominion,38,
2,2000,Duke Energy Carolinas,N/A,
2,2000,New River Light & Power,18,
3,2000,Duke Energy Progress,6634,
3,2000,Nantahala,75,
3,2000,Dominion,189,
3,2000,Duke Energy Carolinas,7426,
3,2000,New River Light & Power,18,
4,2000,Duke Energy Progress,6466,
4,2000,Nantahala,60,
4,2000,Dominion,290,
4,2000,Duke Energy Carolinas,13856,Y
4,2000,New River Light & Power,13,
5,2000,Duke Energy Progress,6652,
5,2000,Nantahala,113,
5,2000,Dominion,342,
5,2000,Duke Energy Carolinas,14453,Y
5,2000,New River Light & Power,17,
6,2000,Duke Energy Progress,5486,
6,2000,Nantahala,91,
6,2000,Dominion,300,
6,2000,Duke Energy Carolinas,7952,
6,2000,New River Light & Power,14,
7,2000,Duke Energy Progress,5899,Y
7,2000,Nantahala,88,
7,2000,Dominion,277,
7,2000,Duke Energy Carolinas,7380,
7,2000,New River Light & Power,9,
8,2000,Duke Energy Progress,6360,
8,2000,Nantahala,95,
8,2000,Dominion,293,
8,2000,Duke Energy Carolinas,12038,Y
8,2000,New River Light & Power,10,
9,2000,Duke Energy Progress,5899,Y
9,2000,Nantahala,50,
9,2000,Dominion,267,
9,2000,Duke Energy Carolinas,12722,Y
9,2000,New River Light & Power,4,
10,2000,Duke Energy Progress,7459,
10,2000,Nantahala,46,
10,2000,Dominion,315,
10,2000,Duke Energy Carolinas,15999,Y
10,2000,New River Light & Power,4,
11,2000,Duke Energy Progress,6429,
11,2000,Nantahala,56,
11,2000,Dominion,203,
11,2000,Duke Energy Carolinas,9946,
11,2000,New River Light & Power,7,
12,2000,Duke Energy Progress,4715,
12,2000,Nantahala,24,
12,2000,Dominion,N/A,
12,2000,Duke Energy Carolinas,7556,
12,2000,New River Light & Power,5,
1,1999,Nantahala,76,
1,1999,Duke Energy Carolinas,4504,
1,1999,Duke Energy Progress,4825,
1,1999,Dominion,71,
1,1999,New River Light & Power,16,
2,1999,Duke Energy Progress,4882,
2,1999,Nantahala,56,
2,1999,Dominion,42,
2,1999,Duke Energy Carolinas,N/A,
2,1999,New River Light & Power,13,
3,1999,Duke Energy Progress,5579,
3,1999,Nantahala,73,
3,1999,Dominion,96,
3,1999,Duke Energy Carolinas,N/A,
3,1999,New River Light & Power,20,
4,1999,Duke Energy Progress,6730,
4,1999,Nantahala,75,
4,1999,Dominion,495,
4,1999,Duke Energy Carolinas,N/A,
4,1999,New River Light & Power,27,
5,1999,Duke Energy Progress,5963,
5,1999,Nantahala,119,
5,1999,Dominion,358,
5,1999,Duke Energy Carolinas,6483,
5,1999,New River Light & Power,24,
6,1999,Duke Energy Progress,6241,
6,1999,Nantahala,84,
6,1999,Dominion,260,
6,1999,Duke Energy Carolinas,6743,
6,1999,New River Light & Power,19,
7,1999,Duke Energy Progress,3454,
7,1999,Nantahala,83,
7,1999,Dominion,147,
7,1999,Duke Energy Carolinas,4469,
7,1999,New River Light & Power,6,
8,1999,Duke Energy Progress,594,
8,1999,Nantahala,119,
8,1999,Dominion,295,
8,1999,Duke Energy Carolinas,7045,
8,1999,New River Light & Power,10,
9,1999,Duke Energy Progress,3165,Y
9,1999,Nantahala,80,
9,1999,Dominion,208,
9,1999,Duke Energy Carolinas,5167,
9,1999,New River Light & Power,6,
10,1999,Duke Energy Progress,6846,Y
10,1999,Nantahala,50,
10,1999,Dominion,142,
10,1999,Duke Energy Carolinas,N/A,
10,1999,New River Light & Power,6,
11,1999,Duke Energy Progress,7610,
11,1999,Nantahala,77,
11,1999,Dominion,125,
11,1999,Duke Energy Carolinas,6329,
11,1999,New River Light & Power,10,
12,1999,Duke Energy Progress,6832,
12,1999,Nantahala,64,
12,1999,Dominion,14,
12,1999,Duke Energy Carolinas,5516,
12,1999,New River Light & Power,9,
1,1998,Nantahala,40,
1,1998,Duke Energy Carolinas,5408,
1,1998,Duke Energy Progress,5623,
1,1998,Dominion,54,
1,1998,New River Light & Power,9,
2,1998,Duke Energy Progress,5559,
2,1998,Nantahala,104,
2,1998,Dominion,62,
2,1998,Duke Energy Carolinas,6304,
2,1998,New River Light & Power,15,
3,1998,Duke Energy Progress,5664,
3,1998,Nantahala,134,
3,1998,Dominion,123,
3,1998,Duke Energy Carolinas,7685,
3,1998,New River Light & Power,14,
4,1998,Duke Energy Progress,6516,
4,1998,Nantahala,110,
4,1998,Dominion,751,
4,1998,Duke Energy Carolinas,7356,
4,1998,New River Light & Power,30,
5,1998,Duke Energy Progress,8405,
5,1998,Nantahala,93,
5,1998,Dominion,526,
5,1998,Duke Energy Carolinas,6116,
5,1998,New River Light & Power,23,
6,1998,Duke Energy Progress,5961,
6,1998,Nantahala,89,
6,1998,Dominion,528,
6,1998,Duke Energy Carolinas,4906,
6,1998,New River Light & Power,17,
7,1998,Duke Energy Progress,4558,
7,1998,Nantahala,75,
7,1998,Dominion,335,
7,1998,Duke Energy Carolinas,4656,
7,1998,New River Light & Power,9,
8,1998,Duke Energy Progress,3845,
8,1998,Nantahala,90,
8,1998,Dominion,315,
8,1998,Duke Energy Carolinas,5411,
8,1998,New River Light & Power,12,
9,1998,Duke Energy Progress,8091,
9,1998,Nantahala,55,
9,1998,Dominion,385,
9,1998,Duke Energy Carolinas,5702,
9,1998,New River Light & Power,9,
10,1998,Duke Energy Progress,7134,
10,1998,Nantahala,74,
10,1998,Dominion,386,
10,1998,Duke Energy Carolinas,5842,
10,1998,New River Light & Power,3,
11,1998,Duke Energy Progress,6094,
11,1998,Nantahala,N/A,
11,1998,Dominion,221,
11,1998,Duke Energy Carolinas,N/A,
11,1998,New River Light & Power,6,
12,1998,Duke Energy Progress,5319,
12,1998,Nantahala,48,
12,1998,Dominion,49,
12,1998,Duke Energy Carolinas,N/A,
12,1998,New River Light & Power,8,
1,1997,Nantahala,106,
1,1997,Duke Energy Progress,4488,
1,1997,Duke Energy Carolinas,4508,
1,1997,Dominion,0,
1,1997,New River Light & Power,7,
2,1997,Duke Energy Progress,4806,
2,1997,Duke Energy Carolinas,4853,
2,1997,Nantahala,71,
2,1997,New River Light & Power,11,
2,1997,Dominion,0,
3,1997,Duke Energy Progress,4737,
3,1997,Nantahala,75,
3,1997,Duke Energy Carolinas,5973,
3,1997,New River Light & Power,15,
3,1997,Dominion,90,
4,1997,Duke Energy Progress,5592,
4,1997,Nantahala,116,
4,1997,Duke Energy Carolinas,7304,
4,1997,New River Light & Power,19,
4,1997,Dominion,599,
5,1997,Duke Energy Progress,4648,
5,1997,Duke Energy Carolinas,6353,
5,1997,Nantahala,91,
5,1997,New River Light & Power,17,
5,1997,Dominion,473,
6,1997,Duke Energy Progress,4620,
6,1997,Nantahala,98,
6,1997,Duke Energy Carolinas,5491,
6,1997,New River Light & Power,20,
6,1997,Dominion,370,
7,1997,Duke Energy Progress,4463,
7,1997,Nantahala,64,
7,1997,Duke Energy Carolinas,5490,
7,1997,New River Light & Power,7,
7,1997,Dominion,276,
8,1997,Duke Energy Progress,4353,
8,1997,Nantahala,72,
8,1997,Duke Energy Carolinas,5139,
8,1997,New River Light & Power,9,
8,1997,Dominion,316,
9,1997,Duke Energy Progress,5242,
9,1997,Nantahala,44,
9,1997,Duke Energy Carolinas,5898,
9,1997,New River Light & Power,2,
9,1997,Dominion,358,
10,1997,Nantahala,73,
10,1997,Duke Energy Progress,6548,
10,1997,Duke Energy Carolinas,6801,
10,1997,New River Light & Power,1,
10,1997,Dominion,445,
11,1997,Duke Energy Progress,5436,
11,1997,Nantahala,35,
11,1997,Duke Energy Carolinas,6274,
11,1997,New River Light & Power,2,
11,1997,Dominion,109,
12,1997,Duke Energy Progress,3622,
12,1997,Nantahala,43,
12,1997,Duke Energy Carolinas,4762,
12,1997,New River Light & Power,9,
12,1997,Dominion,58,
6,1996,New River Light & Power,14,
7,1996,Duke Energy Progress,3865,
7,1996,Dominion,542,
7,1996,Nantahala Power and Light,89,
7,1996,Duke Energy Carolinas,4588,
7,1996,New River Light & Power,20,
8,1996,Duke Energy Progress,4038,
8,1996,Nantahala Power and Light,62,
8,1996,Duke Energy Carolinas,4678,
8,1996,Dominion,755,
9,1996,Duke Energy Progress,504,
9,1996,Nantahala Power and Light,84,
9,1996,Dominion,603,
9,1996,New River Light & Power,2,
9,1996,Duke Energy Carolinas,4332,
10,1996,Duke Energy Progress,4065,
10,1996,Nantahala Power and Light,53,
10,1996,Dominion,1114,
10,1996,Duke Energy Carolinas,4826,
10,1996,New River Light & Power,4,
11,1996,Nantahala Power and Light,45,
11,1996,Duke Energy Progress,5313,
11,1996,Dominion,0,
11,1996,Duke Energy Carolinas,4564,
11,1996,New River Light & Power,11,
12,1996,Duke Energy Progress,4556,
12,1996,Nantahala Power and Light,25,
12,1996,Dominion,0,
12,1996,Duke Energy Carolinas,2662,
12,1996,New River Light & Power,10,
